

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 4669-1596574800-5246769 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
#4669 Pairs ACBL Tue 5pm Speedball 	298/310 	  	33.52% 	 
1 	2020-08-04 14:41 	Jeanne L 	Allan0620 	bobkoonsjr 	BHMBLUE 	4♠E= 	620 	100.00% 	Movie or Lin 	 
2 	2020-08-04 14:41 	jmeyer39 	Jackie750 	gloria 	locuschat 	3♠E+1 	170 	99.34% 	Movie or Lin 	 
3 	2020-08-04 14:38 	roydenia 	ninari 	121442 	Adele46 	3♠E= 	140 	97.04% 	Movie or Lin 	 
4 	2020-08-04 14:38 	euseless 	witzi319 	kwbridge 	headlv 	3♠E= 	140 	97.04% 	Movie or Lin 	 
5 	2020-08-04 14:38 	Designsony 	ambros 	Peaches BB 	vous12 	3♠E= 	140 	97.04% 	Movie or Lin 	 
6 	2020-08-04 14:40 	blk44 	brenda_m 	mozer 	berke97 	3♠E= 	140 	97.04% 	Movie or Lin 	 
7 	2020-08-04 14:38 	Marscat2 	BubbaG 	bruceferg 	shirleyfit 	2♠E+1 	140 	97.04% 	Movie or Lin 	 
8 	2020-08-04 14:38 	barni9 	456no 	Binnybridg 	tslamt 	3♠W= 	140 	97.04% 	Movie or Lin 	 
9 	2020-08-04 14:40 	Tayalaw1 	Martha68 	Pascal1946 	pez1948 	3♣W+1 	130 	94.74% 	Movie or Lin 	 
10 	2020-08-04 14:39 	Seagal38 	marinau2 	dobbinaz 	Ladygirl 	2♣E+1 	110 	93.09% 	Movie or Lin 	 
11 	2020-08-04 14:41 	kate nwk 	kc2ny 	antootto 	breedge 	2♠E= 	110 	93.09% 	Movie or Lin 	 
12 	2020-08-04 14:42 	barbarad93 	dottiereid 	kardona 	ksinha1 	3♣E= 	110 	93.09% 	Movie or Lin 	 
13 	2020-08-04 14:41 	janie2 	fem1 	charhar910 	ALBIEE 	3♣E= 	110 	93.09% 	Movie or Lin 	 
14 	2020-08-04 14:39 	CathyAnn 	syedaijaz 	lindapie 	HeatherF56 	5♥xN-1 	100 	90.79% 	Movie or Lin 	 
15 	2020-08-04 14:38 	Rikke S 	houpeiwei 	ARPinto 	carlota24 	4♥xN-1 	100 	90.79% 	Movie or Lin 	 
16 	2020-08-04 14:41 	jogvanhorn 	jassurin 	mslair 	MichaeLair 	4♥xN-1 	100 	90.79% 	Movie or Lin 	 
17 	2020-08-04 14:37 	skinkopf 	jkirkpat44 	issab60 	sweetzer 	4♠E-1 	-100 	82.24% 	Movie or Lin 	 
18 	2020-08-04 14:41 	mkg100 	Jdd 	lizj132000 	skyleigh 	4♠E-1 	-100 	82.24% 	Movie or Lin 	 
19 	2020-08-04 14:40 	Galaxy37 	jill777 	mortcase 	gracewood 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
20 	2020-08-04 14:38 	sabz 	Jeff Fran 	GPWJ 	rovill 	4♠E-1 	-100 	82.24% 	Movie or Lin 	 
21 	2020-08-04 14:42 	tweety10 	P Marie 	Heat2204 	button6030 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
22 	2020-08-04 14:40 	roman01 	Chatter1 	brr32196 	janee1212 	3♣E-1 	-100 	82.24% 	Movie or Lin 	 
23 	2020-08-04 14:40 	ShuffleOn 	jinnifitz 	paradise c 	hasse54 	4♠E-1 	-100 	82.24% 	Movie or Lin 	 
24 	2020-08-04 14:42 	abudiran 	martin dav 	1948David 	ogulonur 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
25 	2020-08-04 14:40 	rk1111 	aparrish 	marshap 	lake456 	3♠W-1 	-100 	82.24% 	Movie or Lin 	 
26 	2020-08-04 14:42 	wayneto 	hawaiikai 	sonja721 	blachowski 	3♣E-1 	-100 	82.24% 	Movie or Lin 	 
27 	2020-08-04 14:40 	knovicoff 	bbuch41 	Kac1 	nomyzs 	3♣E-1 	-100 	82.24% 	Movie or Lin 	 
28 	2020-08-04 14:42 	yesk 	Wild__West 	chacha1947 	msmandel 	3♠W-1 	-100 	82.24% 	Movie or Lin 	 
29 	2020-08-04 14:42 	sherry1446 	nc4me 	nikosv 	lia1995 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
30 	2020-08-04 14:42 	Gemini101 	bombay101 	magDolan 	katy c 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
31 	2020-08-04 14:40 	3holen 	a26foley 	stuart777 	nhcards 	3♣W-1 	-100 	82.24% 	Movie or Lin 	 
32 	2020-08-04 14:42 	tobyiws 	janetika21 	jobengland 	tpsc 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
33 	2020-08-04 14:40 	vincent38 	daurala 	Sleepless2 	melt_1010 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
34 	2020-08-04 14:38 	Quietmike 	mafat5 	mevenson 	themogwah 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
35 	2020-08-04 14:42 	chare777 	hanover194 	hdomnitz 	sdblock 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
36 	2020-08-04 14:39 	milberger 	vmandell 	sana1m 	dokerzdc 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
37 	2020-08-04 14:41 	BAS225 	pninah 	incnone 	ehuntmoney 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
38 	2020-08-04 14:41 	ninatas 	dano44 	hogen 	jojo1112 	4♣E-1 	-100 	82.24% 	Movie or Lin 	 
39 	2020-08-04 14:41 	concierges 	keystoner2 	VilasG 	gudenuf 	3♠E-1 	-100 	82.24% 	Movie or Lin 	 
40 	2020-08-04 14:39 	bgturley 	blondie2 	bid better 	brianxliu8 	2♥N+1 	-140 	73.03% 	Movie or Lin 	 
41 	2020-08-04 14:39 	notadummy 	hh4945 	Pam L 	TToes 	3♥N= 	-140 	73.03% 	Movie or Lin 	 
42 	2020-08-04 14:40 	pgfdotnet 	Sascha496 	brolin 	ceciliabid 	3♥N= 	-140 	73.03% 	Movie or Lin 	 
43 	2020-08-04 14:41 	equipment 	wise123 	carolkes 	June1915 	3♥N= 	-140 	73.03% 	Movie or Lin 	 
44 	2020-08-04 14:39 	dakdude 	stormeygal 	bertsure4 	drewme 	3♥N= 	-140 	73.03% 	Movie or Lin 	 
45 	2020-08-04 14:41 	bb2041 	artconn 	Portugal42 	jancharles 	2♥N+2 	-170 	58.88% 	Movie or Lin 	 
46 	2020-08-04 14:39 	allisonfr 	sinica23 	deb410s 	wam2 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
47 	2020-08-04 14:41 	avc46 	tciconte 	posha10 	E11 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
48 	2020-08-04 14:37 	the domer 	ggetz 	amy4be 	paulin21 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
49 	2020-08-04 14:37 	elarson 	John2500 	sam0993 	vicfish 	2♥N+2 	-170 	58.88% 	Movie or Lin 	 
50 	2020-08-04 14:38 	snowmore 	pjstein 	maggiva1 	hazzi1 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
51 	2020-08-04 14:41 	Lilabet 	Brazeau 	madfam1 	sissyma 	2♥N+2 	-170 	58.88% 	Movie or Lin 	 
52 	2020-08-04 14:38 	janchod1 	archin3531 	Redlipstic 	laser12 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
53 	2020-08-04 14:40 	ikespr 	gator68 	uli_staber 	teddymaid 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
54 	2020-08-04 14:42 	peggybh 	Char400 	jimlala 	Cindy R 	3♥N+1 	-170 	58.88% 	Movie or Lin 	 
