

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 16776-1600290000-86987587 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
#16776 Pairs ACBL Wed 5pm Speedball 	43/282 	0.63 	59.94% 	 
1 	2020-09-16 14:09 	ehudy 	nifty msk 	jm18 	sasataw 	2♥N-3 	300 	100.00% 	Movie or Lin 	 
2 	2020-09-16 14:10 	ssaunders 	JEP_NY 	daffydoc 	vjduffie 	4♥xN-1 	200 	98.93% 	Movie or Lin 	 
3 	2020-09-16 14:10 	katapulta 	bronco57 	CarolR117 	Inanwag 	4♥N-2 	200 	98.93% 	Movie or Lin 	 
4 	2020-09-16 14:09 	yosapoz 	RWdeL 	reerenee 	lilerner3 	3♥N-1 	100 	97.14% 	Movie or Lin 	 
5 	2020-09-16 14:08 	chevy12 	otto 	Ellenlberk 	kevnmax 	4♥N-1 	100 	97.14% 	Movie or Lin 	 
6 	2020-09-16 14:11 	Savvy3 	jenporte 	the_prof 	KornyA 	4♥N-1 	100 	97.14% 	Movie or Lin 	 
7 	2020-09-16 14:07 	bart351 	JulyDiana 	TDevine 	rwbjorge 	3♦N= 	-110 	92.50% 	Movie or Lin 	 
8 	2020-09-16 14:08 	mab s 	pinsonn 	bottodue 	rakkss 	2♦N+1 	-110 	92.50% 	Movie or Lin 	 
9 	2020-09-16 14:08 	sirichel 	rickytick 	Carolyn918 	mimi4ans 	2♦N+1 	-110 	92.50% 	Movie or Lin 	 
10 	2020-09-16 14:08 	marciaspr 	maryzad 	kaytbridge 	belle jour 	2♦N+1 	-110 	92.50% 	Movie or Lin 	 
11 	2020-09-16 14:08 	sazpa 	campgrandm 	GDBraiser 	puppy3643 	3♦N= 	-110 	92.50% 	Movie or Lin 	 
12 	2020-09-16 14:10 	rhodaleah 	bonniejane 	jled 	alina39 	3♦N= 	-110 	92.50% 	Movie or Lin 	 
13 	2020-09-16 14:08 	Tenntoo 	StadaBaBa 	RosieDuffy 	PSGuy 	1♦N+2 	-110 	92.50% 	Movie or Lin 	 
14 	2020-09-16 14:09 	adiek6858 	tap 42 	mrhei 	utes1971 	3♦N= 	-110 	92.50% 	Movie or Lin 	 
15 	2020-09-16 14:07 	chips64 	CP1900 	mbilzin 	nora124 	2♦N+1 	-110 	92.50% 	Movie or Lin 	 
16 	2020-09-16 14:09 	MHG1 	Minkyg1 	Eraslan 	TUNAL 	2♦N+1 	-110 	92.50% 	Movie or Lin 	 
17 	2020-09-16 14:10 	gsmileyhol 	JKAllison 	NellBB 	maui me 	1NS+1 	-120 	88.57% 	Movie or Lin 	 
18 	2020-09-16 14:09 	luv2X 	BetseyGS 	pak13853 	peak44 	2♦N+2 	-130 	83.57% 	Movie or Lin 	 
19 	2020-09-16 14:09 	Ludotimber 	Dundeemk6 	BBP 	fireitup 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
20 	2020-09-16 14:06 	acraftyrn 	supply 	fizik41 	archin3531 	1♦N+3 	-130 	83.57% 	Movie or Lin 	 
21 	2020-09-16 14:08 	DuckkeeDee 	willenborg 	21clover 	dfp19 	2♦N+2 	-130 	83.57% 	Movie or Lin 	 
22 	2020-09-16 14:08 	Jeantennis 	pattigolf 	ccoffi1 	ShriJ 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
23 	2020-09-16 14:08 	zebridge 	dwheels 	yoda1972 	jw8991 	2♦N+2 	-130 	83.57% 	Movie or Lin 	 
24 	2020-09-16 14:10 	blk44 	brenda_m 	Mary-Lou 	dee65 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
25 	2020-09-16 14:08 	onthegeaux 	dctmcd1 	challer 	emily903 	2♦N+2 	-130 	83.57% 	Movie or Lin 	 
26 	2020-09-16 14:10 	kittydee 	jogle 	joerubin21 	dgoldsm1 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
27 	2020-09-16 14:08 	karrolle 	gudenuf 	Mistee 	trumpface 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
28 	2020-09-16 14:10 	giulia03 	1feeling 	ziggy81 	jjjcc 	2♦N+2 	-130 	83.57% 	Movie or Lin 	 
29 	2020-09-16 14:10 	41115 	tnfarmer4 	studhilo 	ifyuknewme 	3♦N+1 	-130 	83.57% 	Movie or Lin 	 
30 	2020-09-16 14:12 	ogulonur 	janders47 	desert dee 	Auburn626 	1♦N+3 	-130 	83.57% 	Movie or Lin 	 
31 	2020-09-16 14:10 	brisi153 	frate42 	Ritapenney 	Golds23 	2♥N+1 	-140 	78.57% 	Movie or Lin 	 
32 	2020-09-16 14:12 	deb mcf 	jamast 	aljrem 	Sanjoyd 	2♠W-3 	-150 	75.36% 	Movie or Lin 	 
33 	2020-09-16 14:07 	carol slam 	vmandell 	GMEIKLE 	dwebb345 	2♠W-3 	-150 	75.36% 	Movie or Lin 	 
34 	2020-09-16 14:06 	biddingeln 	deucswild 	ginfuller 	cupid28 	2♠W-3 	-150 	75.36% 	Movie or Lin 	 
35 	2020-09-16 14:09 	ButtonsMom 	KLPbridge 	hparry 	Superspoof 	2♦N+3 	-150 	75.36% 	Movie or Lin 	 
36 	2020-09-16 14:08 	blappin 	esalber 	gayle01 	Holrose 	2NN+1 	-150 	75.36% 	Movie or Lin 	 
37 	2020-09-16 14:09 	Dorella1 	ched3 	ekweis 	horsemill 	2NN+1 	-150 	75.36% 	Movie or Lin 	 
38 	2020-09-16 14:11 	slam33 	patmcelhin 	jobengland 	tpsc 	2NN+1 	-150 	75.36% 	Movie or Lin 	 
39 	2020-09-16 14:11 	allonmyown 	amber_rain 	dana_5 	phdan 	2NN+1 	-150 	75.36% 	Movie or Lin 	 
40 	2020-09-16 14:09 	bbrad1 	gbug 	bouboujc 	jojo1112 	3♥N+1 	-170 	71.79% 	Movie or Lin 	 
41 	2020-09-16 14:11 	joycehendy 	wrOOster1 	Lynnl1234 	Sister4 	3♥N+1 	-170 	71.79% 	Movie or Lin 	 
42 	2020-09-16 14:07 	pill43 	Bijou5 	monicakell 	Allan0620 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
43 	2020-09-16 14:07 	Mrn00 	gretbrid 	121442 	Adele46 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
44 	2020-09-16 14:08 	geraldb 	NeoGold 	grace30 	sabz 	1NS+3 	-180 	67.14% 	Movie or Lin 	 
45 	2020-09-16 14:08 	ghb1049 	pjnurse 	atilla60 	mikolovesb 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
46 	2020-09-16 14:09 	bbuch41 	esgkc 	ErsanErt 	Sybug 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
47 	2020-09-16 14:08 	jes33033 	olneyhigh5 	elaynef 	lmzweig 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
48 	2020-09-16 14:09 	daledavid 	jillie730 	marit55 	steiped 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
49 	2020-09-16 14:09 	ksmoof 	Joltin44 	June1915 	carolkes 	1NS+3 	-180 	67.14% 	Movie or Lin 	 
50 	2020-09-16 14:08 	Rmathur 	neep 	catfoot 	sship 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
51 	2020-09-16 14:09 	dowder 	chapalalou 	alice 501 	kmartin79 	1NS+3 	-180 	67.14% 	Movie or Lin 	 
52 	2020-09-16 14:07 	TyraMarie 	tanq_cowbo 	Nadineha 	davidmal 	2NS+2 	-180 	67.14% 	Movie or Lin 	 
53 	2020-09-16 14:09 	martyFuchs 	brunsvob 	jeff1088 	jophee 	2♠W-4 	-200 	62.86% 	Movie or Lin 	 
54 	2020-09-16 14:07 	clyphy 	davidshea5 	casper1213 	evp44 	2NN+3 	-210 	62.14% 	Movie or Lin 	 
55 	2020-09-16 14:07 	love trips 	Mickeyb1 	tciconte 	mojess52 	3NS= 	-600 	52.50% 	Movie or Lin 	 
56 	2020-09-16 14:12 	gid 	1kere 	zapallar 	jpvaldes 	5♦N= 	-600 	52.50% 	Movie or Lin 	 
57 	2020-09-16 14:12 	syedaijaz 	blazer26 	hdomnitz 	sdblock 	3NN= 	-600 	52.50% 	Movie or Lin 	 
58 	2020-09-16 14:06 	JJ7789 	acsbb 	br0malu6 	jlclark 	3NN= 	-600 	52.50% 	Movie or Lin 	 
59 	2020-09-16 14:07 	trumpmaven 	wubbe2 	rickrock 	Flying8 	3NN= 	-600 	52.50% 	Movie or Lin 	 
60 	2020-09-16 14:07 	lvb19557 	dumblon09 	mrobichek 	elogg 	3NS= 	-600 	52.50% 	Movie or Lin 	 
61 	2020-09-16 14:09 	etexell 	skippy20 	emilyseide 	Sheleb 	3NS= 	-600 	52.50% 	Movie or Lin 	 
62 	2020-09-16 14:09 	Love2bird 	mycroft5 	jmott36 	At Last 	3NS= 	-600 	52.50% 	Movie or Lin 	 
63 	2020-09-16 14:09 	camura 	sislu0101 	aga1 	ritajean 	3NN= 	-600 	52.50% 	Movie or Lin 	 
64 	2020-09-16 14:09 	susucamp 	karo1025 	gvrjon 	norat101 	3NS= 	-600 	52.50% 	Movie or Lin 	 
65 	2020-09-16 14:09 	azpa 	kspopkave 	calanitw 	soniamark 	3NN= 	-600 	52.50% 	Movie or Lin 	 
66 	2020-09-16 14:09 	lizj132000 	skyleigh 	hoffmanj 	LeilaS 	3NN= 	-600 	52.50% 	Movie or Lin 	 
67 	2020-09-16 14:09 	christinhm 	begonia5 	Super1963 	safya 	3NS= 	-600 	52.50% 	Movie or Lin 	 
68 	2020-09-16 14:08 	2holtdrive 	snowberry2 	jerry102de 	Pamela M 	3NS= 	-600 	52.50% 	Movie or Lin 	 
69 	2020-09-16 14:08 	shelbina34 	fethi3563 	msapril 	JUDY3 	3NN= 	-600 	52.50% 	Movie or Lin 	 
70 	2020-09-16 14:09 	LK98 	RAK79 	ajkajk 	jbhunter54 	3NS= 	-600 	52.50% 	Movie or Lin 	 
71 	2020-09-16 14:08 	Portugal42 	jancharles 	shep7420 	philbob336 	3NN= 	-600 	52.50% 	Movie or Lin 	 
72 	2020-09-16 14:10 	verna mae 	millilyn 	bxv 	girish53 	3NS= 	-600 	52.50% 	Movie or Lin 	 
73 	2020-09-16 14:10 	esthertm 	Gracecha 	MoEvans 	maury7a 	3NN= 	-600 	52.50% 	Movie or Lin 	 
