

    Vugraph Schedule
    Hand Records
    BBO Points
    BB$

Logged in as elogg LogoutClick here to return to the previous page
Traveller 16776-1600290000-86987590 played by elogg 	 
Nº 	Time 	North 	South 	East 	West 	Result 	EW Points 	Score 	Movie 	 
#16776 Pairs ACBL Wed 5pm Speedball 	43/282 	0.63 	59.94% 	 
1 	2020-09-16 14:24 	sazpa 	campgrandm 	lmw47 	Chaswhip3 	4♣S-3 	300 	100.00% 	Movie or Lin 	 
2 	2020-09-16 14:22 	mayyou 	12481632 	jill777 	Galaxy37 	4♠S-2 	200 	97.14% 	Movie or Lin 	 
3 	2020-09-16 14:24 	martyFuchs 	brunsvob 	MK2483 	mtiques 	4♣S-2 	200 	97.14% 	Movie or Lin 	 
4 	2020-09-16 14:26 	karrolle 	gudenuf 	phil505 	drdavearm1 	4♠xS-1 	200 	97.14% 	Movie or Lin 	 
5 	2020-09-16 14:23 	daledavid 	jillie730 	dearie11 	rayerayej 	4♠S-2 	200 	97.14% 	Movie or Lin 	 
6 	2020-09-16 14:23 	Tenntoo 	StadaBaBa 	fari1001 	suzye 	3♠S-2 	200 	97.14% 	Movie or Lin 	 
7 	2020-09-16 14:23 	MHG1 	Minkyg1 	BBP 	fireitup 	4♠S-2 	200 	97.14% 	Movie or Lin 	 
8 	2020-09-16 14:23 	avit 	lil 30 	marshap 	steinkohl 	4♠xS-1 	200 	97.14% 	Movie or Lin 	 
9 	2020-09-16 14:22 	Gigi2play 	auntalicef 	silkyf 	bobbysgrl 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
10 	2020-09-16 14:24 	Ludotimber 	Dundeemk6 	hdomnitz 	sdblock 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
11 	2020-09-16 14:22 	bennix 	igorliv 	Encino 	aalberto 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
12 	2020-09-16 14:22 	susano40 	squeezenow 	ajkajk 	jbhunter54 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
13 	2020-09-16 14:22 	geraldb 	NeoGold 	azlinda 	jg48 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
14 	2020-09-16 14:25 	syedaijaz 	blazer26 	GMEIKLE 	dwebb345 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
15 	2020-09-16 14:25 	Mikeyb 	lujack 	bxv 	girish53 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
16 	2020-09-16 14:23 	Flag5819 	Air1 	aljrem 	Sanjoyd 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
17 	2020-09-16 14:25 	deb mcf 	jamast 	maishB 	iuirv 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
18 	2020-09-16 14:22 	tra6y 	steamship 	pappa7 	Dee27 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
19 	2020-09-16 14:25 	irishg 	Ever_Next 	shep7420 	philbob336 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
20 	2020-09-16 14:21 	acraftyrn 	supply 	bgturley 	ssyc1938 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
21 	2020-09-16 14:23 	Mrn00 	gretbrid 	hoffmanj 	LeilaS 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
22 	2020-09-16 14:21 	camura 	sislu0101 	atilla60 	mikolovesb 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
23 	2020-09-16 14:28 	juniessis 	annareddog 	jobengland 	tpsc 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
24 	2020-09-16 14:21 	bruceferg 	juliejoy 	daffydoc 	vjduffie 	4♠S-1 	100 	84.29% 	Movie or Lin 	 
25 	2020-09-16 14:28 	chevy12 	otto 	catkoklc 	nelson5107 	3NN-1 	100 	84.29% 	Movie or Lin 	 
